question,horizon,condition,fresh_probability,authors_panel_median,fresh_paired_multiplier,authors_panel_paired_multiplier
ladder:ai:100,12mo,eci_p75,0.984,0.9684999999999999,1.0040816326530613,1.0051137779097286
ladder:ai:100,12mo,eci_p90,0.988,0.969,1.0081632653061225,1.0101950028010076
ladder:ai:100,2028,unconditional,0.99,0.9915,1.0,1.0
ladder:ai:100,2028,sq,0.99,0.993,1.0,1.0005008765653411
ladder:ai:100,2028,p1,0.99,0.9935,1.0,1.000601021791213
ladder:ai:100,2028,p2a,0.989,0.9914000000000001,0.998989898989899,0.999398212894338
ladder:ai:100,2028,p2b,0.985,0.99135,0.9949494949494949,0.9988465761170886
ladder:ai:100,2028,p3a,0.988,0.9913000000000001,0.997979797979798,0.9987962652612319
ladder:ai:100,2028,p3b,0.983,0.9913000000000001,0.9929292929292929,0.9972909196201044
ladder:ai:100,2028,p4,0.988,0.9912,0.997979797979798,0.9986956359460541
ladder:ai:100,2028,p5,0.975,0.987,0.9848484848484849,0.992963747834773
ladder:ai:100,2028,eci_p10,0.986,0.99,0.9959595959595959,0.9959834114133684
ladder:ai:100,2028,eci_p25,0.988,0.9913000000000001,0.997979797979798,0.9987962652612319
ladder:ai:100,2028,eci_p50,0.99,0.9915,1.0,1.0
ladder:ai:100,2028,eci_p75,0.993,0.9937,1.003030303030303,1.000802532420945
ladder:ai:100,2028,eci_p90,0.995,0.9954000000000001,1.005050505050505,1.0012544225229345
ladder:ai:100,2030,unconditional,0.995,0.9975,1.0,1.0
ladder:ai:100,2030,sq,0.995,0.99775,1.0,1.0001002662607548
ladder:ai:100,2030,p1,0.995,0.99785,1.0,1.0000750196927748
ladder:ai:100,2030,p2a,0.994,0.9969,0.9989949748743718,0.9997996690882525
ladder:ai:100,2030,p2b,0.99,0.9959,0.9949748743718593,0.9990491625375323
ladder:ai:100,2030,p3a,0.993,0.9964,0.9979899497487437,0.9990491625375323
ladder:ai:100,2030,p3b,0.99,0.9954000000000001,0.9949748743718593,0.997997545404245
ladder:ai:100,2030,p4,0.993,0.9963500000000001,0.9979899497487437,0.9989990484614787
ladder:ai:100,2030,p5,0.985,0.9943500000000001,0.9899497487437185,0.9968449806217945
ladder:ai:100,2030,eci_p10,0.992,0.99575,0.9969849246231156,0.9989987462584199
ladder:ai:100,2030,eci_p25,0.994,0.99695,0.9989949748743718,0.9995995987380591
ladder:ai:100,2030,eci_p50,0.995,0.9975,1.0,1.0
ladder:ai:100,2030,eci_p75,0.996,0.99805,1.0010050251256282,1.0001001654558461
ladder:ai:100,2030,eci_p90,0.997,0.99835,1.0020100502512563,1.0002504800922272
ladder:ai:100,2050,unconditional,0.997,0.9994000000000001,1.0,1.0
ladder:ai:100,2050,sq,0.997,0.999425,1.0,1.0000350053884617
ladder:ai:100,2050,p1,0.997,0.99945,1.0,1.000015000637528
ladder:ai:100,2050,p2a,0.996,0.9993000000000001,0.9989969909729187,0.9999249884351948
ladder:ai:100,2050,p2b,0.994,0.9992000000000001,0.9969909729187563,0.9998998497495479
ladder:ai:100,2050,p3a,0.996,0.99925,0.9989969909729187,0.9998999474498238
ladder:ai:100,2050,p3b,0.994,0.99915,0.9969909729187563,0.9998248907433372
ladder:ai:100,2050,p4,0.996,0.99925,0.9989969909729187,0.9998999474498238
ladder:ai:100,2050,p5,0.99,0.9984,0.9929789368104313,0.9996748808454025
ladder:ai:100,2050,eci_p10,0.996,0.9992,0.9989969909729187,0.9998748957392795
ladder:ai:100,2050,eci_p25,0.996,0.9993000000000001,0.9989969909729187,0.9999749984373985
ladder:ai:100,2050,eci_p50,0.997,0.9994000000000001,1.0,1.0
ladder:ai:100,2050,eci_p75,0.997,0.99945,1.0,1.0000100004500205
ladder:ai:100,2050,eci_p90,0.998,0.999475,1.0010030090270812,1.0000651003344927
ladder:ai:100,2100,unconditional,0.997,0.99945,1.0,1.0
ladder:ai:100,2100,sq,0.997,0.999465,1.0,1.0000050001375038
ladder:ai:100,2100,p1,0.997,0.999475,1.0,1.0000100002500065
ladder:ai:100,2100,p2a,0.996,0.999425,0.9989969909729187,0.9999899996499875
ladder:ai:100,2100,p2b,0.995,0.999375,0.9979939819458375,0.9999649983374103
ladder:ai:100,2100,p3a,0.996,0.9994000000000001,0.9989969909729187,0.9999649983374103
ladder:ai:100,2100,p3b,0.995,0.99935,0.9979939819458375,0.9998899481003718
ladder:ai:100,2100,p4,0.996,0.9994000000000001,0.9989969909729187,0.9999649983374103
ladder:ai:100,2100,p5,0.992,0.99895,0.9949849548645938,0.9998649467889523
ladder:ai:100,2100,eci_p10,0.996,0.99935,0.9989969909729187,0.9999149487866726
ladder:ai:100,2100,eci_p25,0.996,0.999425,0.9989969909729187,0.9999899996499875
ladder:ai:100,2100,eci_p50,0.997,0.99945,1.0,1.0
ladder:ai:100,2100,eci_p75,0.997,0.999475,1.0,1.0000050001375038
ladder:ai:100,2100,eci_p90,0.998,0.999485,1.0010030090270812,1.0000100002500065
ladder:ai:1k,6mo,unconditional,0.88,0.565,1.0,1.0
ladder:ai:1k,6mo,sq,0.89,0.565,1.0113636363636365,1.0047830816130865
ladder:ai:1k,6mo,p1,0.885,0.575,1.0056818181818181,1.0227157418288206
ladder:ai:1k,6mo,p2a,0.87,0.544,0.9886363636363636,0.9621404708847278
ladder:ai:1k,6mo,p2b,0.85,0.534,0.9659090909090908,0.9309186801440262
ladder:ai:1k,6mo,p3a,0.86,0.5165,0.9772727272727273,0.9335230053218836
ladder:ai:1k,6mo,p3b,0.84,0.4955,0.9545454545454545,0.8802472180218264
ladder:ai:1k,6mo,p4,0.865,0.518,0.9829545454545454,0.9284277149988694
ladder:ai:1k,6mo,p5,0.8,0.4655,0.9090909090909092,0.8044746653434695
ladder:ai:1k,6mo,eci_p10,0.85,0.48050000000000004,0.9659090909090908,0.855967883516972
ladder:ai:1k,6mo,eci_p25,0.865,0.5155000000000001,0.9829545454545454,0.9433393378458583
ladder:ai:1k,6mo,eci_p50,0.88,0.555,1.0,1.0
ladder:ai:1k,6mo,eci_p75,0.9,0.6055,1.0227272727272727,1.0799252680046365
ladder:ai:1k,6mo,eci_p90,0.92,0.6655,1.0454545454545454,1.1766371088167962
ladder:ai:1k,12mo,unconditional,0.93,0.7849999999999999,1.0,1.0
ladder:ai:1k,12mo,sq,0.94,0.79,1.010752688172043,1.0127805881336902
ladder:ai:1k,12mo,p1,0.935,0.8,1.0053763440860215,1.0225239330929936
ladder:ai:1k,12mo,p2a,0.92,0.7535,0.989247311827957,0.962515014103262
ladder:ai:1k,12mo,p2b,0.9,0.7170000000000001,0.9677419354838709,0.9108771415764942
ladder:ai:1k,12mo,p3a,0.915,0.71,0.9838709677419355,0.9240276364903129
ladder:ai:1k,12mo,p3b,0.895,0.667,0.9623655913978494,0.8706571888336726
ladder:ai:1k,12mo,p4,0.92,0.7235,0.989247311827957,0.9204734861450168
ladder:ai:1k,12mo,p5,0.86,0.61,0.9247311827956989,0.779680830226951
ladder:ai:1k,12mo,eci_p10,0.9,0.675,0.9677419354838709,0.8829433413369963
ladder:ai:1k,12mo,eci_p25,0.915,0.728,0.9838709677419355,0.9543811468663742
ladder:ai:1k,12mo,eci_p50,0.93,0.7749999999999999,1.0,1.0
ladder:ai:1k,12mo,eci_p75,0.945,0.8285,1.0161290322580645,1.0596574202705866
ladder:ai:1k,12mo,eci_p90,0.96,0.853,1.032258064516129,1.119744199805417
ladder:ai:1k,2028,unconditional,0.97,0.945,1.0,1.0
ladder:ai:1k,2028,sq,0.975,0.9524999999999999,1.0051546391752577,1.00791936967551
ladder:ai:1k,2028,p1,0.973,0.955,1.0030927835051546,1.0115458882258195
ladder:ai:1k,2028,p2a,0.965,0.9395,0.9948453608247423,0.9941936695793123
ladder:ai:1k,2028,p2b,0.95,0.922,0.979381443298969,0.9755923918920142
ladder:ai:1k,2028,p3a,0.96,0.9125000000000001,0.9896907216494846,0.9754147105407605
ladder:ai:1k,2028,p3b,0.945,0.891,0.9742268041237113,0.9514582993842452
ladder:ai:1k,2028,p4,0.962,0.923,0.9917525773195877,0.9766363647877115
ladder:ai:1k,2028,p5,0.92,0.8485,0.9484536082474228,0.9025864776719325
ladder:ai:1k,2028,eci_p10,0.95,0.896,0.979381443298969,0.9477621428962433
ladder:ai:1k,2028,eci_p25,0.96,0.926,0.9896907216494846,0.979887325835265
ladder:ai:1k,2028,eci_p50,0.97,0.943,1.0,1.0
ladder:ai:1k,2028,eci_p75,0.978,0.956,1.0082474226804123,1.0157940864072026
ladder:ai:1k,2028,eci_p90,0.986,0.967,1.0164948453608247,1.028966800422531
ladder:ai:1k,2030,unconditional,0.98,0.9824999999999999,1.0,1.0
ladder:ai:1k,2030,sq,0.983,0.985,1.0030612244897958,1.0040969095805248
ladder:ai:1k,2030,p1,0.982,0.9864999999999999,1.0020408163265306,1.0045619212840475
ladder:ai:1k,2030,p2a,0.977,0.9795,0.996938775510204,0.9979642739128453
ladder:ai:1k,2030,p2b,0.965,0.969,0.9846938775510203,0.9903238816951985
ladder:ai:1k,2030,p3a,0.973,0.9684999999999999,0.9928571428571429,0.9933452037824267
ladder:ai:1k,2030,p3b,0.962,0.962,0.9816326530612245,0.9866775085030668
ladder:ai:1k,2030,p4,0.975,0.9715,0.9948979591836735,0.9933452037824267
ladder:ai:1k,2030,p5,0.94,0.9405,0.9591836734693877,0.9643988915200363
ladder:ai:1k,2030,eci_p10,0.968,0.959,0.9877551020408163,0.9836021425540639
ladder:ai:1k,2030,eci_p25,0.975,0.9755,0.9948979591836735,0.9938507546574269
ladder:ai:1k,2030,eci_p50,0.98,0.9824999999999999,1.0,1.0
ladder:ai:1k,2030,eci_p75,0.986,0.987,1.006122448979592,1.00560685961338
ladder:ai:1k,2030,eci_p90,0.991,0.9895,1.0112244897959184,1.010211185909265
ladder:ai:1k,2050,unconditional,0.99,0.9964999999999999,1.0,1.0
ladder:ai:1k,2050,sq,0.991,0.99715,1.001010101010101,1.0006523586886782
ladder:ai:1k,2050,p1,0.991,0.99705,1.001010101010101,1.0005515241273235
ladder:ai:1k,2050,p2a,0.988,0.9959,0.997979797979798,0.9995484927473912
ladder:ai:1k,2050,p2b,0.982,0.9946999999999999,0.9919191919191919,0.998595805692269
ladder:ai:1k,2050,p3a,0.986,0.9948,0.9959595959595959,0.9986460255019863
ladder:ai:1k,2050,p3b,0.98,0.9939,0.98989898989899,0.9973919929523003
ladder:ai:1k,2050,p4,0.987,0.9946999999999999,0.996969696969697,0.9986962427863819
ladder:ai:1k,2050,p5,0.965,0.9894499999999999,0.9747474747474747,0.9929203273817745
ladder:ai:1k,2050,eci_p10,0.984,0.994,0.9939393939393939,0.9970406660348379
ladder:ai:1k,2050,eci_p25,0.987,0.99545,0.996969696969697,0.9991472280557491
ladder:ai:1k,2050,eci_p50,0.99,0.9964999999999999,1.0,1.0
ladder:ai:1k,2050,eci_p75,0.993,0.9973000000000001,1.003030303030303,1.0008024896586316
ladder:ai:1k,2050,eci_p90,0.995,0.9978,1.005050505050505,1.0013044130472206
ladder:ai:1k,2100,unconditional,0.99,0.9982500000000001,1.0,1.0
ladder:ai:1k,2100,sq,0.992,0.9984500000000001,1.002020202020202,1.0001500637779501
ladder:ai:1k,2100,p1,0.992,0.9984,1.002020202020202,1.0001501992315698
ladder:ai:1k,2100,p2a,0.989,0.9981,0.998989898989899,0.9998498082879682
ladder:ai:1k,2100,p2b,0.985,0.9979,0.9949494949494949,0.999549271905223
ladder:ai:1k,2100,p3a,0.988,0.99795,0.997979797979798,0.9996994736083482
ladder:ai:1k,2100,p3b,0.983,0.9974000000000001,0.9929292929292929,0.9993489209896573
ladder:ai:1k,2100,p4,0.988,0.99795,0.997979797979798,0.9996994736083482
ladder:ai:1k,2100,p5,0.97,0.99605,0.9797979797979798,0.9977969242582149
ladder:ai:1k,2100,eci_p10,0.986,0.99775,0.9959595959595959,0.9993488254945662
ladder:ai:1k,2100,eci_p25,0.988,0.99805,0.997979797979798,0.9996994886218515
ladder:ai:1k,2100,eci_p50,0.99,0.9982500000000001,1.0,1.0
ladder:ai:1k,2100,eci_p75,0.994,0.9984500000000001,1.004040404040404,1.0002000900410188
ladder:ai:1k,2100,eci_p90,0.996,0.998675,1.006060606060606,1.0003001363122785
ladder:ai:10k,6mo,unconditional,0.6,0.1,1.0,1.0
ladder:ai:10k,6mo,sq,0.63,0.10400000000000001,1.05,1.0046437631862803
ladder:ai:10k,6mo,p1,0.62,0.1065,1.0333333333333334,1.0129440041559827
ladder:ai:10k,6mo,p2a,0.58,0.093,0.9666666666666666,0.9255083233367793
ladder:ai:10k,6mo,p2b,0.52,0.0885,0.8666666666666668,0.8738628975053029
ladder:ai:10k,6mo,p3a,0.56,0.0895,0.9333333333333335,0.8906926143924925
ladder:ai:10k,6mo,p3b,0.5,0.084,0.8333333333333334,0.8287754140107483
ladder:ai:10k,6mo,p4,0.57,0.089,0.95,0.8876253645985948
ladder:ai:10k,6mo,p5,0.42,0.075,0.7000000000000001,0.726483157256779
ladder:ai:10k,6mo,eci_p10,0.5,0.0775,0.8333333333333334,0.7687061147858073
ladder:ai:10k,6mo,eci_p25,0.55,0.09,0.9166666666666667,0.8989331499509895
ladder:ai:10k,6mo,eci_p50,0.6,0.099,1.0,0.9908673886137245
ladder:ai:10k,6mo,eci_p75,0.68,0.11699999999999999,1.1333333333333335,1.1399539242859553
ladder:ai:10k,6mo,eci_p90,0.76,0.14150000000000001,1.2666666666666666,1.422048600513436
ladder:ai:10k,12mo,unconditional,0.75,0.21000000000000002,1.0,1.0
ladder:ai:10k,12mo,sq,0.78,0.2185,1.04,1.0099724480885626
ladder:ai:10k,12mo,p1,0.77,0.2235,1.0266666666666666,1.0166899904028592
ladder:ai:10k,12mo,p2a,0.73,0.1965,0.9733333333333333,0.9334686049158998
ladder:ai:10k,12mo,p2b,0.66,0.1855,0.88,0.8759410523960657
ladder:ai:10k,12mo,p3a,0.7,0.188,0.9333333333333332,0.8921373722185899
ladder:ai:10k,12mo,p3b,0.64,0.176,0.8533333333333334,0.8298411677160658
ladder:ai:10k,12mo,p4,0.72,0.186,0.96,0.8834333848426521
ladder:ai:10k,12mo,p5,0.55,0.1565,0.7333333333333334,0.7255092255537736
ladder:ai:10k,12mo,eci_p10,0.65,0.16699999999999998,0.8666666666666667,0.7920055096227091
ladder:ai:10k,12mo,eci_p25,0.7,0.191,0.9333333333333332,0.9090454534090341
ladder:ai:10k,12mo,eci_p50,0.75,0.20850000000000002,1.0,0.9931584145359875
ladder:ai:10k,12mo,eci_p75,0.82,0.2425,1.0933333333333333,1.1347431627705653
ladder:ai:10k,12mo,eci_p90,0.88,0.28800000000000003,1.1733333333333333,1.3717937825410136
ladder:ai:10k,2028,unconditional,0.9,0.5549999999999999,1.0,1.0
ladder:ai:10k,2028,sq,0.915,0.58,1.0166666666666666,1.0386139842426843
ladder:ai:10k,2028,p1,0.91,0.589,1.011111111111111,1.0515631811579094
ladder:ai:10k,2028,p2a,0.88,0.53,0.9777777777777777,0.9543926456422186
ladder:ai:10k,2028,p2b,0.83,0.502,0.9222222222222222,0.9005528555689499
ladder:ai:10k,2028,p3a,0.86,0.505,0.9555555555555555,0.9086442387617958
ladder:ai:10k,2028,p3b,0.81,0.47250000000000003,0.9,0.8469394554034327
ladder:ai:10k,2028,p4,0.875,0.5065,0.9722222222222222,0.9111647546682445
ladder:ai:10k,2028,p5,0.72,0.4245,0.7999999999999999,0.7537587443157132
ladder:ai:10k,2028,eci_p10,0.82,0.47450000000000003,0.911111111111111,0.852051754638739
ladder:ai:10k,2028,eci_p25,0.865,0.5195000000000001,0.9611111111111111,0.9354752044630884
ladder:ai:10k,2028,eci_p50,0.9,0.5525,1.0,0.9956803253779938
ladder:ai:10k,2028,eci_p75,0.935,0.612,1.038888888888889,1.103610918397533
ladder:ai:10k,2028,eci_p90,0.96,0.6735,1.0666666666666667,1.2146899596659255
ladder:ai:10k,2030,unconditional,0.94,0.77,1.0,1.0
ladder:ai:10k,2030,sq,0.95,0.799,1.0106382978723405,1.03794669098819
ladder:ai:10k,2030,p1,0.945,0.804,1.0053191489361701,1.0444791567383045
ladder:ai:10k,2030,p2a,0.925,0.7525,0.9840425531914895,0.9671683587392329
ladder:ai:10k,2030,p2b,0.88,0.7250000000000001,0.9361702127659575,0.9316477229483239
ladder:ai:10k,2030,p3a,0.91,0.7315,0.9680851063829788,0.9384730722386622
ladder:ai:10k,2030,p3b,0.86,0.7,0.9148936170212766,0.892825969258351
ladder:ai:10k,2030,p4,0.92,0.733,0.9787234042553192,0.9408610482930633
ladder:ai:10k,2030,p5,0.79,0.641,0.8404255319148937,0.8090946460961557
ladder:ai:10k,2030,eci_p10,0.88,0.6825,0.9361702127659575,0.8849420110206082
ladder:ai:10k,2030,eci_p25,0.91,0.736,0.9680851063829788,0.9555699472307785
ladder:ai:10k,2030,eci_p50,0.94,0.77,1.0,0.9981690555284882
ladder:ai:10k,2030,eci_p75,0.962,0.818,1.023404255319149,1.0626930204420288
ladder:ai:10k,2030,eci_p90,0.978,0.867,1.0404255319148936,1.1202772411534625
ladder:ai:10k,2050,unconditional,0.97,0.97,1.0,1.0
ladder:ai:10k,2050,sq,0.975,0.9804999999999999,1.0051546391752577,1.0051712042297245
ladder:ai:10k,2050,p1,0.973,0.981,1.0030927835051546,1.0046152830862127
ladder:ai:10k,2050,p2a,0.96,0.962,0.9896907216494846,0.9943689907046691
ladder:ai:10k,2050,p2b,0.93,0.953,0.9587628865979382,0.9877230579396858
ladder:ai:10k,2050,p3a,0.95,0.9555,0.979381443298969,0.9913076609426416
ladder:ai:10k,2050,p3b,0.92,0.9495,0.9484536082474228,0.9836381901759615
ladder:ai:10k,2050,p4,0.955,0.956,0.9845360824742267,0.9913076609426416
ladder:ai:10k,2050,p5,0.87,0.938,0.8969072164948454,0.9642193633116193
ladder:ai:10k,2050,eci_p10,0.93,0.9524999999999999,0.9587628865979382,0.9834844220522692
ladder:ai:10k,2050,eci_p25,0.95,0.959,0.979381443298969,0.9937963686090882
ladder:ai:10k,2050,eci_p50,0.97,0.967,1.0,0.9994844031624248
ladder:ai:10k,2050,eci_p75,0.982,0.979,1.0123711340206185,1.0061870419869297
ladder:ai:10k,2050,eci_p90,0.99,0.985,1.0206185567010309,1.0108350736776734
ladder:ai:10k,2100,unconditional,0.98,0.9864999999999999,1.0,1.0
ladder:ai:10k,2100,sq,0.982,0.9895,1.0020408163265306,1.002048138044083
ladder:ai:10k,2100,p1,0.98,0.9894000000000001,1.0,1.0009136158476357
ladder:ai:10k,2100,p2a,0.97,0.9844999999999999,0.9897959183673469,0.9984800078247787
ladder:ai:10k,2100,p2b,0.945,0.9804999999999999,0.9642857142857143,0.996420595501577
ladder:ai:10k,2100,p3a,0.962,0.981,0.9816326530612245,0.99693092618574
ladder:ai:10k,2100,p3b,0.935,0.9755,0.9540816326530613,0.9948848769417228
ladder:ai:10k,2100,p4,0.965,0.981,0.9846938775510203,0.9974436189047343
ladder:ai:10k,2100,p5,0.89,0.9695,0.9081632653061225,0.9893814735066475
ladder:ai:10k,2100,eci_p10,0.945,0.982,0.9642857142857143,0.9949184903941293
ladder:ai:10k,2100,eci_p25,0.962,0.984,0.9816326530612245,0.998464021850764
ladder:ai:10k,2100,eci_p50,0.98,0.9864999999999999,1.0,1.0
ladder:ai:10k,2100,eci_p75,0.988,0.989,1.0081632653061225,1.0015357124733484
ladder:ai:10k,2100,eci_p90,0.993,0.9904999999999999,1.013265306122449,1.003071160491067
ladder:ai:100k,6mo,unconditional,0.16,0.016,1.0,1.0
ladder:ai:100k,6mo,sq,0.18,0.0168,1.1250000000000002,1.0119782606360672
ladder:ai:100k,6mo,p1,0.175,0.0173,1.09375,1.0087120500916007
ladder:ai:100k,6mo,p2a,0.15,0.014599999999999998,0.9375000000000001,0.8944271909999161
ladder:ai:100k,6mo,p2b,0.12,0.0135,0.7500000000000001,0.8227241335952169
ladder:ai:100k,6mo,p3a,0.14,0.0137,0.8750000000000001,0.8306623862918074
ladder:ai:100k,6mo,p3b,0.115,0.012499999999999999,0.71875,0.7245688373094721
ladder:ai:100k,6mo,p4,0.145,0.013499999999999998,0.9062500000000001,0.8215838362577492
ladder:ai:100k,6mo,p5,0.09,0.011000000000000001,0.5624999999999999,0.5951190357119044
ladder:ai:100k,6mo,eci_p10,0.11,0.0115,0.6875000000000001,0.6831300510639733
ladder:ai:100k,6mo,eci_p25,0.13,0.013499999999999998,0.8125000000000001,0.8215838362577492
ladder:ai:100k,6mo,eci_p50,0.16,0.0158,1.0,0.9899494936611665
ladder:ai:100k,6mo,eci_p75,0.21,0.02,1.3125000000000002,1.1500000000000001
ladder:ai:100k,6mo,eci_p90,0.28,0.025500000000000002,1.7500000000000004,1.4811313243598623
ladder:ai:100k,12mo,unconditional,0.28,0.0375,1.0,1.0
ladder:ai:100k,12mo,sq,0.31,0.039999999999999994,1.107142857142857,1.0240442698763892
ladder:ai:100k,12mo,p1,0.3,0.040999999999999995,1.0714285714285712,1.0136567466356647
ladder:ai:100k,12mo,p2a,0.26,0.034,0.9285714285714286,0.8923543557893894
ladder:ai:100k,12mo,p2b,0.21,0.032,0.7499999999999999,0.8199986141895164
ladder:ai:100k,12mo,p3a,0.24,0.03225,0.857142857142857,0.8408549441116684
ladder:ai:100k,12mo,p3b,0.2,0.03,0.7142857142857143,0.7581226813649622
ladder:ai:100k,12mo,p4,0.25,0.032,0.8928571428571428,0.8357742030707327
ladder:ai:100k,12mo,p5,0.15,0.02575,0.5357142857142857,0.6088848337253447
ladder:ai:100k,12mo,eci_p10,0.19,0.027499999999999997,0.6785714285714285,0.6983313444681306
ladder:ai:100k,12mo,eci_p25,0.23,0.0325,0.8214285714285713,0.8390470785361214
ladder:ai:100k,12mo,eci_p50,0.28,0.037,1.0,0.9888264649460884
ladder:ai:100k,12mo,eci_p75,0.35,0.047,1.2499999999999996,1.1607207792026157
ladder:ai:100k,12mo,eci_p90,0.45,0.06,1.607142857142857,1.521363025232786
ladder:ai:100k,2028,unconditional,0.52,0.14,1.0,1.0
ladder:ai:100k,2028,sq,0.56,0.15000000000000002,1.0769230769230769,1.044465935734187
ladder:ai:100k,2028,p1,0.55,0.15450000000000003,1.0576923076923077,1.0284609660861643
ladder:ai:100k,2028,p2a,0.49,0.1265,0.9423076923076922,0.895920642016604
ladder:ai:100k,2028,p2b,0.4,0.11699999999999999,0.7692307692307693,0.8066567963922299
ladder:ai:100k,2028,p3a,0.45,0.11699999999999999,0.8653846153846153,0.8250101279559823
ladder:ai:100k,2028,p3b,0.38,0.1055,0.7307692307692307,0.726503604004148
ladder:ai:100k,2028,p4,0.47,0.1185,0.9038461538461537,0.8353807291090959
ladder:ai:100k,2028,p5,0.29,0.089,0.5576923076923076,0.5850179393017045
ladder:ai:100k,2028,eci_p10,0.37,0.10400000000000001,0.7115384615384615,0.6866495491193343
ladder:ai:100k,2028,eci_p25,0.44,0.1205,0.846153846153846,0.8377458933460561
ladder:ai:100k,2028,eci_p50,0.52,0.1385,1.0,0.9911371959403353
ladder:ai:100k,2028,eci_p75,0.61,0.1735,1.173076923076923,1.1772041375923652
ladder:ai:100k,2028,eci_p90,0.72,0.21450000000000002,1.3846153846153844,1.5536334653658754
ladder:ai:100k,2030,unconditional,0.66,0.29000000000000004,1.0,1.0
ladder:ai:100k,2030,sq,0.7,0.3085,1.0606060606060606,1.0629891560810703
ladder:ai:100k,2030,p1,0.69,0.316,1.0454545454545454,1.0767317917435852
ladder:ai:100k,2030,p2a,0.62,0.26,0.9393939393939393,0.8944271909999159
ladder:ai:100k,2030,p2b,0.52,0.2355,0.787878787878788,0.8030547737838121
ladder:ai:100k,2030,p3a,0.58,0.2365,0.8787878787878787,0.823962463595364
ladder:ai:100k,2030,p3b,0.49,0.21100000000000002,0.7424242424242424,0.7275252086992788
ladder:ai:100k,2030,p4,0.6,0.239,0.9090909090909091,0.8312094145936335
ladder:ai:100k,2030,p5,0.38,0.174,0.5757575757575758,0.5877538136452587
ladder:ai:100k,2030,eci_p10,0.48,0.21650000000000003,0.7272727272727273,0.7013500494702285
ladder:ai:100k,2030,eci_p25,0.57,0.2535,0.8636363636363635,0.8555594555505667
ladder:ai:100k,2030,eci_p50,0.66,0.28300000000000003,1.0,0.9939209163101398
ladder:ai:100k,2030,eci_p75,0.75,0.3405,1.1363636363636362,1.1712778884158497
ladder:ai:100k,2030,eci_p90,0.84,0.409,1.2727272727272727,1.4767385539616538
ladder:ai:100k,2050,unconditional,0.85,0.8049999999999999,1.0,1.0
ladder:ai:100k,2050,sq,0.87,0.86,1.0235294117647058,1.0370412457827054
ladder:ai:100k,2050,p1,0.87,0.872,1.0235294117647058,1.0306220539954587
ladder:ai:100k,2050,p2a,0.82,0.7815,0.9647058823529412,0.9613660067479405
ladder:ai:100k,2050,p2b,0.72,0.748,0.8470588235294118,0.9127879371364513
ladder:ai:100k,2050,p3a,0.78,0.7605,0.9176470588235295,0.9341987329938276
ladder:ai:100k,2050,p3b,0.69,0.719,0.8117647058823529,0.8818126688178735
ladder:ai:100k,2050,p4,0.8,0.7625,0.9411764705882354,0.9341987329938276
ladder:ai:100k,2050,p5,0.56,0.642,0.6588235294117648,0.7884527595301416
ladder:ai:100k,2050,eci_p10,0.7,0.702,0.8235294117647058,0.8628353542158831
ladder:ai:100k,2050,eci_p25,0.79,0.7665,0.9294117647058824,0.9411952426826672
ladder:ai:100k,2050,eci_p50,0.85,0.7985,1.0,0.9982337342703331
